t,ax,ay,az,temp,gx,gy,gz,roll,pitch,yaw,mx,my,mz,mx_cal,my_cal,mz_cal,naive_hdg,module_hdg,stab_hdg,stab_raw,mag_trust,field_ratio,dip
33.266,0.109375,-0.18701171875,1.26025390625,28.64,130.9814453125,-32.71484375,10.8642578125,-8.162841796875,-2.230224609375,-169.0576171875,-384.0,-730.0,-3181.0,-380.2,-641.8,-3141.9,173.7,169.06,167.99,170.72,1.0,1.016,70.03
33.297,0.03662109375,-0.2109375,1.1494140625,28.67,154.6630859375,-61.279296875,23.0712890625,-4.0484619140625,-3.592529296875,-168.46435546875,-434.0,-926.0,-3126.0,-431.6,-842.1,-3083.3,166.16,168.46,168.01,169.99,1.0,1.015,63.75
33.328,0.080078125,-0.03076171875,1.12060546875,28.64,137.0849609375,-32.5927734375,17.2119140625,-0.02197265625,-5.1690673828125,-167.7447509765625,-502.0,-1129.0,-3049.0,-501.2,-1050.2,-3002.8,165.72,167.74,168.02,169.44,1.0,1.013,68.73
33.36,0.02294921875,0.029296875,1.0537109375,28.64,148.37646484375,-37.17041015625,26.0009765625,3.97705078125,-6.2127685546875,-167.156982421875,-568.0,-1334.0,-2952.0,-568.9,-1260.6,-2902.5,156.83,167.16,168.03,168.59,1.0,1.011,66.48
33.391,0.06591796875,0.15771484375,0.9853515625,28.64,133.23974609375,50.29296875,36.7431640625,7.789306640625,-6.08642578125,-166.322021484375,-603.0,-1528.0,-2849.0,-605.7,-1459.8,-2796.8,157.84,166.32,168.04,167.44,1.0,1.01,70.37
33.422,0.2138671875,0.181640625,1.06640625,28.65,88.9892578125,70.9228515625,30.33447265625,10.7830810546875,-4.427490234375,-165.05859375,-592.0,-1696.0,-2760.0,-596.2,-1632.2,-2705.8,179.28,165.06,168.05,166.48,1.0,1.011,68.96
33.453,-0.02734375,0.216796875,1.25390625,28.65,95.3369140625,51.1474609375,2.62451171875,13.0078125,-2.8564453125,-164.5037841796875,-553.0,-1833.0,-2679.0,-558.6,-1772.7,-2623.5,154.48,164.5,168.05,166.34,1.0,1.011,63.39
33.485,-0.0810546875,0.2314453125,1.0458984375,28.64,113.46435546875,81.787109375,22.3388671875,15.93017578125,-1.0491943359375,-163.7457275390625,-490.0,-1965.0,-2591.0,-497.0,-1908.2,-2534.6,151.53,163.75,168.05,165.6,1.0,1.01,62.23
33.516,0.04052734375,0.33203125,1.11474609375,28.65,86.5478515625,169.677734375,11.29150390625,18.5614013671875,2.669677734375,-162.1417236328125,-375.0,-2082.0,-2508.0,-383.3,-2028.1,-2451.4,167.26,162.14,168.05,165.21,1.0,1.007,66.55
33.532,-0.0869140625,0.38720703125,0.8603515625,28.65,62.8662109375,136.29150390625,23.25439453125,20.797119140625,6.712646484375,-160.3619384765625,-236.0,-2181.0,-2430.0,-245.6,-2129.5,-2373.7,151.6,160.36,168.04,164.82,1.0,1.005,69.88
33.578,-0.1484375,0.3935546875,0.81103515625,28.62,13.36669921875,210.75439453125,-14.34326171875,22.3681640625,12.7606201171875,-158.016357421875,-70.0,-2248.0,-2366.0,-80.5,-2198.0,-2310.6,149.39,158.02,168.03,165.36,1.0,1.003,69.34
33.61,-0.2822265625,0.38720703125,0.91162109375,28.64,0.1220703125,240.8447265625,-33.447265625,22.5494384765625,18.7481689453125,-156.7474365234375,233.0,-2283.0,-2296.0,221.5,-2233.4,-2243.3,153.33,156.75,168.01,166.33,1.0,0.997,65.44
33.625,-0.4189453125,0.38134765625,0.85693359375,28.64,-13.916015625,244.0185546875,-35.21728515625,22.862548828125,25.609130859375,-155.3082275390625,506.0,-2281.0,-2230.0,493.8,-2231.4,-2180.5,147.59,155.31,168.01,166.8,1.0,0.993,64.4
33.672,-0.60205078125,0.36572265625,0.80712890625,28.65,12.63427734375,155.94482421875,-17.333984375,23.3349609375,30.6903076171875,-154.105224609375,760.0,-2264.0,-2150.0,747.0,-2214.4,-2104.0,139.74,154.11,167.98,167.4,1.0,0.988,61.4
33.703,-0.58642578125,0.3564453125,0.72509765625,28.64,-7.32421875,105.95703125,-10.3759765625,23.895263671875,34.0081787109375,-153.3197021484375,960.0,-2247.0,-2073.0,946.4,-2197.7,-2030.0,140.94,153.32,167.97,167.52,1.0,0.986,63.78
33.719,-0.7099609375,0.36572265625,0.72607421875,28.62,-25.45166015625,33.203125,-22.94921875,23.060302734375,35.0518798828125,-154.00634765625,1100.0,-2214.0,-2028.0,1086.1,-2164.4,-1987.5,136.38,154.01,167.96,167.81,1.0,0.985,62.74
33.75,-0.7802734375,0.29296875,0.82080078125,28.65,6.9580078125,39.306640625,-9.94873046875,22.9449462890625,36.0955810546875,-154.27001953125,1201.0,-2186.0,-1987.0,1186.8,-2136.3,-1948.4,148.89,154.27,167.95,167.92,1.0,0.983,59.53
33.782,-0.6376953125,0.302734375,0.5966796875,28.64,13.18359375,16.7236328125,8.85009765625,23.8128662109375,36.6448974609375,-153.7152099609375,1267.0,-2172.0,-1945.0,1252.5,-2122.6,-1907.8,137.92,153.72,167.94,167.42,1.0,0.98,63.57
33.813,-0.5537109375,0.37939453125,0.4482421875,28.65,-11.16943359375,23.13232421875,3.35693359375,24.01611328125,37.1063232421875,-153.3526611328125,1315.0,-2157.0,-1919.0,1300.3,-2107.7,-1882.9,111.94,153.35,167.93,166.9,1.0,0.979,70.27
33.844,-0.65087890625,0.3359375,0.86181640625,28.65,-60.9130859375,-16.7236328125,-24.5361328125,22.1539306640625,37.474365234375,-153.973388671875,1356.0,-2114.0,-1927.0,1341.6,-2063.6,-1891.9,164.25,153.97,167.92,167.52,1.0,0.977,65.57
33.875,-0.59912109375,0.2900390625,0.53515625,28.62,-11.1083984375,38.57421875,-8.97216796875,20.6707763671875,37.28759765625,-154.7314453125,1384.0,-2066.0,-1946.0,1369.9,-2014.4,-1911.9,134.47,154.73,167.9,167.6,1.0,0.975,66.64
33.907,-0.4453125,0.27392578125,0.35546875,28.65,-40.0390625,39.794921875,-30.517578125,19.6160888671875,39.0399169921875,-154.9127197265625,1449.0,-1998.0,-1957.0,1435.3,-1944.8,-1924.6,112.31,154.91,167.89,168.43,1.0,0.973,71.84
33.938,-0.43310546875,0.18798828125,0.51025390625,28.67,-116.943359375,-8.11767578125,-72.3876953125,15.4632568359375,40.067138671875,-156.90673828125,1510.0,-1901.0,-2001.0,1497.1,-1845.1,-1970.4,160.19,156.91,167.89,170.53,1.0,0.972,68.8
33.969,-0.5185546875,0.16064453125,0.85546875,28.62,-100.64697265625,-49.98779296875,-67.7490234375,10.601806640625,39.4573974609375,-159.697265625,1547.0,-1774.0,-2081.0,1535.3,-1714.3,-2052.1,185.46,159.7,167.89,172.5,1.0,0.971,64.82
34.0,-0.5849609375,0.033203125,0.41943359375,28.62,-48.88916015625,-102.05078125,-52.06298828125,7.679443359375,37.3260498046875,-162.257080078125,1544.0,-1658.0,-2173.0,1533.7,-1594.7,-2145.1,146.43,162.26,167.9,173.99,1.0,0.971,56.41
34.047,-0.64111328125,0.0986328125,0.31201171875,28.62,-101.37939453125,-67.3828125,-40.22216796875,4.2022705078125,35.244140625,-163.828125,1517.0,-1536.0,-2279.0,1508.1,-1468.9,-2251.8,114.0,163.83,167.94,175.7,0.943,0.972,54.85
34.078,-0.57373046875,0.0400390625,1.10693359375,28.67,-93.93310546875,34.0576171875,-39.1845703125,0.0714111328125,36.0516357421875,-165.025634765625,1524.0,-1395.0,-2364.0,1516.5,-1323.9,-2338.5,191.4,165.03,167.98,176.79,1.0,0.973,65.83
34.11,-0.53125,-0.1103515625,0.60302734375,28.67,-22.0947265625,-104.55322265625,-13.3056640625,-2.1807861328125,35.6781005859375,-165.9759521484375,1515.0,-1283.0,-2439.0,1508.7,-1208.8,-2414.6,170.46,165.98,169.26,177.09,1.0,0.975,57.84
34.141,-0.55322265625,-0.09814453125,0.4052734375,28.67,-51.57470703125,-70.12939453125,-0.48828125,-3.5430908203125,32.32177734375,-165.78369140625,1434.0,-1174.0,-2553.0,1429.2,-1096.2,-2528.5,151.64,165.78,169.27,176.66,0.732,0.979,52.57
34.172,-0.38232421875,-0.083984375,1.05419921875,28.67,-112.12158203125,-36.376953125,-24.23095703125,-6.8719482421875,31.3824462890625,-165.8880615234375,1376.0,-1065.0,-2643.0,1372.5,-984.0,-2619.0,199.87,165.89,169.29,177.29,1.0,0.983,66.07
34.203,-0.43701171875,-0.0986328125,1.16943359375,28.65,-65.36865234375,-103.515625,-24.169921875,-9.371337890625,28.883056640625,-166.1737060546875,1278.0,-956.0,-2743.0,1275.9,-871.8,-2719.0,194.11,166.17,169.33,177.92,1.0,0.987,68.79
34.235,-0.390625,-0.2900390625,0.705078125,28.65,-34.72900390625,-234.2529296875,-27.83203125,-9.942626953125,23.04931640625,-165.8660888671875,1084.0,-877.0,-2855.0,1083.4,-790.3,-2829.4,177.09,165.87,170.5,178.68,0.952,0.988,54.69
34.266,-0.3603515625,-0.16943359375,1.2763671875,28.64,-76.96533203125,-180.96923828125,-21.54541015625,-11.6180419921875,17.237548828125,-165.2288818359375,848.0,-788.0,-2964.0,848.9,-698.9,-2936.7,183.06,165.23,170.51,179.2,1.0,0.99,69.84
34.297,-2.55810546875,-1.57470703125,10.966796875,28.64,0.8544921875,-157.3486328125,-23.0712890625,-12.711181640625,12.183837890625,-164.586181640625,622.0,-712.0,-3047.0,624.1,-621.2,-3018.2,177.58,164.59,170.54,179.76,1.0,0.992,70.59
34.328,-0.1083984375,-0.31494140625,0.81982421875,28.64,34.5458984375,-256.34765625,-43.212890625,-11.085205078125,5.0921630859375,-163.8336181640625,223.0,-711.0,-3106.0,225.8,-621.0,-3073.2,176.6,163.83,171.56,180.92,1.0,0.992,57.59
34.36,-0.064453125,-0.16796875,0.9912109375,28.64,18.310546875,-210.9375,-49.62158203125,-10.39306640625,-1.571044921875,-163.65234375,-97.0,-739.0,-3111.0,-94.0,-650.9,-3075.0,166.34,163.65,171.58,182.3,1.0,0.993,67.78
34.391,0.08837890625,-0.091796875,1.15966796875,28.69,70.37353515625,-116.27197265625,-34.423828125,-9.03076171875,-5.712890625,-163.7127685546875,-366.0,-797.0,-3088.0,-363.3,-711.6,-3049.0,171.84,163.71,171.61,183.17,1.0,0.995,72.27
34.422,0.060546875,-0.2041015625,0.89404296875,28.69,83.740234375,-146.728515625,-43.88427734375,-6.6412353515625,-9.6624755859375,-163.9874267578125,-600.0,-895.0,-3036.0,-598.0,-813.3,-2993.9,164.07,163.99,172.88,184.32,1.0,0.998,61.3
34.453,0.14892578125,-0.09912109375,1.2578125,28.65,75.98876953125,-63.720703125,-15.07568359375,-4.7735595703125,-12.15087890625,-164.1082763671875,-780.0,-1001.0,-2977.0,-778.9,-923.0,-2932.1,159.1,164.11,172.9,184.57,1.0,1.001,67.15
34.485,0.32275390625,-0.052734375,1.2255859375,28.65,111.87744140625,-105.77392578125,-28.62548828125,-1.7742919921875,-14.6942138671875,-164.3389892578125,-936.0,-1138.0,-2889.0,-936.2,-1064.6,-2841.4,170.67,164.34,172.94,185.26,1.0,1.003,67.76
34.516,0.259765625,-0.0185546875,1.04296875,28.64,115.72265625,-66.46728515625,-46.56982421875,2.0599365234375,-17.38037109375,-165.3167724609375,-1062.0,-1300.0,-2780.0,-1063.8,-1231.9,-2729.6,163.55,165.32,174.3,186.48,1.0,1.003,65.16
34.547,0.26611328125,0.1201171875,1.05859375,28.65,102.23388671875,-31.494140625,-11.53564453125,5.6304931640625,-19.16015625,-166.365966796875,-1156.0,-1466.0,-2665.0,-1159.5,-1403.3,-2612.2,157.41,166.37,174.32,186.58,1.0,1.005,68.03
34.578,0.44970703125,0.15478515625,0.884765625,28.67,104.8583984375,-37.59765625,-16.7236328125,9.9151611328125,-20.006103515625,-166.7340087890625,-1228.0,-1672.0,-2514.0,-1233.7,-1615.8,-2458.6,185.18,166.73,174.36,186.89,1.0,1.007,68.43
34.61,0.36572265625,0.279296875,1.0654296875,28.65,92.34619140625,-25.87890625,-13.427734375,12.89794921875,-20.7421875,-167.222900390625,-1264.0,-1812.0,-2400.0,-1271.2,-1760.5,-2343.1,162.41,167.22,175.72,187.08,1.0,1.008,68.65
34.641,0.35400390625,0.29736328125,0.97509765625,28.69,90.02685546875,21.54541015625,-5.0048828125,15.8587646484375,-20.5169677734375,-167.4371337890625,-1274.0,-1941.0,-2294.0,-1282.7,-1893.6,-2236.0,164.15,167.44,175.74,186.78,1.0,1.01,67.87
34.672,0.400390625,0.31689453125,1.048828125,28.65,85.26611328125,29.47998046875,3.2958984375,18.2537841796875,-19.70947265625,-167.113037109375,-1263.0,-2054.0,-2202.0,-1273.0,-2010.1,-2143.1,167.38,167.11,175.77,186.1,1.0,1.011,65.33
34.703,0.4775390625,0.31787109375,0.779296875,28.67,86.181640625,57.7392578125,-0.1220703125,20.709228515625,-18.2208251953125,-166.6461181640625,-1228.0,-2156.0,-2122.0,-1239.2,-2115.1,-2062.5,192.38,166.65,176.86,184.94,1.0,1.011,67.86
34.735,0.375,0.40380859375,0.8095703125,28.64,51.45263671875,82.03125,-4.82177734375,22.4176025390625,-16.2762451171875,-165.9869384765625,-1172.0,-2241.0,-2065.0,-1184.1,-2202.3,-2005.0,178.38,165.99,176.87,184.63,1.0,1.011,70.38
34.766,0.2431640625,0.4560546875,0.8310546875,28.67,38.63525390625,178.5888671875,-14.95361328125,23.3734130859375,-12.5079345703125,-164.8553466796875,-1067.0,-2310.0,-2045.0,-1079.7,-2272.3,-1984.8,161.76,164.86,176.9,184.88,1.0,1.011,70.07
34.797,0.1728515625,0.38330078125,0.84423828125,28.67,-15.80810546875,185.60791015625,-22.03369140625,23.675537109375,-7.00927734375,-163.289794921875,-903.0,-2360.0,-2064.0,-915.9,-2321.9,-2003.8,163.12,163.29,176.93,185.33,1.0,1.01,65.18
34.828,-0.01904296875,0.435546875,0.6923828125,28.65,-40.95458984375,153.25927734375,-18.310546875,22.5823974609375,-0.4669189453125,-161.773681640625,-712.0,-2380.0,-2112.0,-724.8,-2340.3,-2052.3,138.2,161.77,178.08,185.65,1.0,1.008,68.11
34.86,-0.078125,0.39599609375,1.13671875,28.64,-62.3779296875,224.18212890625,-31.67724609375,20.797119140625,4.954833984375,-160.81787109375,-426.0,-2356.0,-2211.0,-438.1,-2312.5,-2152.7,157.27,160.82,178.09,186.39,1.0,1.006,59.9
34.891,-0.23095703125,0.35546875,1.138671875,28.64,-28.80859375,152.099609375,-19.53125,19.610595703125,10.2447509765625,-160.02685546875,-195.0,-2319.0,-2274.0,-206.5,-2272.5,-2217.4,154.06,160.03,178.12,186.72,1.0,1.004,58.18
34.922,-0.14892578125,0.34130859375,0.7509765625,28.65,-50.537109375,138.00048828125,-1.03759765625,19.017333984375,14.205322265625,-159.01611328125,-55.0,-2295.0,-2304.0,-66.3,-2246.9,-2248.6,151.95,159.02,178.15,185.47,1.0,1.003,66.58
34.953,-0.158203125,0.28662109375,0.76123046875,28.65,-97.7783203125,116.943359375,-1.708984375,17.149658203125,17.5726318359375,-158.2525634765625,190.0,-2219.0,-2373.0,179.5,-2167.1,-2320.1,162.39,158.25,179.21,184.45,1.0,1.003,66.46
34.969,-0.5341796875,0.33203125,1.11181640625,28.65,-35.70556640625,77.81982421875,-6.7138671875,14.5843505859375,20.0775146484375,-157.9119873046875,340.0,-2131.0,-2433.0,330.3,-2075.8,-2382.3,145.37,157.91,179.21,184.29,1.0,1.002,59.99
35.0,-0.3701171875,0.23193359375,0.8212890625,28.65,-20.44677734375,77.57568359375,-1.46484375,13.9910888671875,22.159423828125,-157.7032470703125,469.0,-2064.0,-2465.0,459.8,-2006.5,-2416.2,150.52,157.7,179.22,183.23,1.0,1.001,62.54
35.032,-0.35986328125,0.17236328125,0.7861328125,28.69,-127.50244140625,124.57275390625,-36.376953125,11.8817138671875,24.5379638671875,-157.862548828125,600.0,-1979.0,-2504.0,591.4,-1918.8,-2457.4,155.73,157.86,179.24,184.11,1.0,1.001,62.23
35.063,-0.6015625,0.1796875,1.25341796875,28.65,-101.9287109375,88.92822265625,-23.86474609375,8.41552734375,27.6580810546875,-158.411865234375,742.0,-1860.0,-2548.0,734.3,-1796.3,-2504.3,160.28,158.41,179.26,184.57,1.0,0.999,61.51
35.094,-0.46533203125,0.123046875,0.6845703125,28.67,-41.3818359375,-12.0849609375,-7.26318359375,7.196044921875,28.4271240234375,-158.6041259765625,834.0,-1768.0,-2580.0,826.9,-1701.8,-2538.4,144.66,158.6,179.29,184.32,1.0,0.998,61.66
35.125,-0.43408203125,0.16796875,0.43408203125,28.64,-75.01220703125,0.0,-22.88818359375,5.33935546875,28.1854248046875,-159.169921875,886.0,-1676.0,-2622.0,879.7,-1607.3,-2582.1,112.13,159.17,179.32,184.77,1.0,0.999,61.61
35.157,-0.54638671875,0.09423828125,1.17333984375,28.67,-88.56201171875,6.34765625,-45.0439453125,1.4996337890625,28.54248046875,-160.455322265625,936.0,-1546.0,-2679.0,930.7,-1473.9,-2641.3,165.98,160.46,180.43,185.93,1.0,0.998,65.82
35.188,-0.41650390625,-0.02197265625,0.51611328125,28.64,-61.70654296875,-46.142578125,-38.0859375,-0.8074951171875,28.2073974609375,-161.7242431640625,963.0,-1428.0,-2729.0,958.7,-1352.9,-2693.2,148.28,161.72,180.44,186.85,1.0,0.997,56.97
35.219,-0.42236328125,0.0322265625,0.27294921875,28.65,-122.00927734375,-54.443359375,-53.7109375,-4.6527099609375,26.30126953125,-163.2568359375,949.0,-1258.0,-2816.0,946.3,-1178.6,-2782.2,113.78,163.26,180.46,188.42,0.355,0.999,48.61
35.266,-0.49755859375,-0.13525390625,1.55517578125,28.65,-118.95751953125,-6.9580078125,-57.55615234375,-9.9371337890625,25.6365966796875,-164.7674560546875,944.0,-1066.0,-2893.0,942.8,-982.2,-2861.9,182.72,164.77,181.55,190.72,1.0,1.0,67.21
35.297,-0.48828125,-0.2451171875,1.0556640625,28.64,-16.845703125,-90.9423828125,-41.80908203125,-12.2991943359375,23.9556884765625,-165.7672119140625,899.0,-912.0,-2959.0,899.2,-824.7,-2929.7,169.34,165.77,181.56,191.74,1.0,1.001,61.96
35.328,-0.35986328125,-0.2568359375,0.55517578125,28.65,-87.890625,-53.22265625,-28.99169921875,-13.743896484375,21.3079833984375,-165.9979248046875,821.0,-788.0,-3020.0,822.3,-697.9,-2991.7,164.63,166.0,181.59,192.45,0.691,1.003,51.96
35.36,-0.18701171875,-0.267578125,0.5498046875,28.64,-123.10791015625,-51.33056640625,-39.97802734375,-17.0123291015625,19.66552734375,-166.3165283203125,744.0,-636.0,-3079.0,746.6,-542.8,-3052.3,179.39,166.32,182.79,193.44,1.0,1.006,55.11
35.391,-0.24853515625,-0.3798828125,1.29345703125,28.67,-20.44677734375,-101.1962890625,-52.91748046875,-20.137939453125,17.9736328125,-167.069091796875,663.0,-480.0,-3129.0,666.8,-383.8,-3104.1,186.22,167.07,182.81,194.79,1.0,1.009,66.99
35.407,-0.3310546875,-0.3173828125,0.5849609375,28.67,-2.8076171875,-193.9697265625,-67.32177734375,-20.390625,13.260498046875,-167.0416259765625,494.0,-384.0,-3176.0,498.8,-286.2,-3150.9,157.51,167.04,182.82,195.73,0.88,1.01,53.65
35.438,-0.318359375,-0.29296875,0.56884765625,28.67,-44.5556640625,-95.76416015625,-43.8232421875,-21.09375,8.349609375,-166.9207763671875,293.0,-310.0,-3213.0,298.6,-211.3,-3187.3,149.98,166.92,184.02,196.81,0.89,1.012,53.63
35.469,-0.11083984375,-0.39404296875,1.0498046875,28.64,-14.46533203125,-36.43798828125,-23.25439453125,-23.082275390625,5.82275390625,-166.61865234375,136.0,-227.0,-3240.0,142.4,-127.2,-3214.3,173.15,166.62,184.04,197.21,1.0,1.015,67.01
35.5,-0.0048828125,-0.4482421875,0.958984375,28.65,31.73828125,-60.48583984375,-41.50390625,-22.8076171875,4.28466796875,-166.6131591796875,-27.0,-174.0,-3265.0,-20.0,-73.7,-3238.7,178.67,166.61,185.06,198.17,1.0,1.021,63.64
35.532,0.11962890625,-0.43701171875,0.95849609375,28.67,32.2265625,-148.98681640625,-43.27392578125,-21.6595458984375,0.6866455078125,-166.234130859375,-185.0,-191.0,-3272.0,-178.0,-91.6,-3243.9,186.07,166.23,185.08,199.2,1.0,1.024,63.76
35.563,0.14453125,-0.35693359375,1.04541015625,28.67,23.98681640625,-142.76123046875,-53.52783203125,-20.8740234375,-3.768310546875,-165.8660888671875,-383.0,-226.0,-3262.0,-376.1,-128.3,-3231.8,180.91,165.87,186.2,200.5,1.0,1.026,69.02
35.594,0.1826171875,-0.33837890625,1.4208984375,28.69,174.072265625,-57.18994140625,-38.63525390625,-18.30322265625,-7.130126953125,-165.970458984375,-569.0,-309.0,-3237.0,-562.5,-214.0,-3204.0,169.41,165.97,186.23,201.33,1.0,1.027,72.75
35.625,0.12548828125,-0.4111328125,1.28271484375,28.67,122.74169921875,-127.44140625,-60.97412109375,-14.0789794921875,-10.458984375,-166.4813232421875,-741.0,-471.0,-3188.0,-735.6,-380.4,-3151.0,160.65,166.48,187.41,202.84,1.0,1.026,64.49
35.657,0.23095703125,-0.28564453125,1.0810546875,28.65,148.86474609375,-81.23779296875,-25.32958984375,-11.162109375,-13.458251953125,-167.1295166015625,-893.0,-643.0,-3120.0,-888.9,-557.2,-3079.3,167.36,167.13,187.44,203.26,1.0,1.024,65.32
35.688,0.46337890625,-0.16796875,0.95751953125,28.64,130.4931640625,-101.07421875,-39.6728515625,-7.0806884765625,-16.28173828125,-167.5140380859375,-1032.0,-840.0,-3028.0,-1029.5,-759.7,-2983.6,192.43,167.51,188.67,204.1,1.0,1.022,66.51
35.719,0.2314453125,-0.0576171875,1.037109375,28.67,152.099609375,-80.56640625,-18.6767578125,-3.1036376953125,-19.2095947265625,-167.6568603515625,-1163.0,-1042.0,-2910.0,-1162.4,-967.9,-2862.1,155.0,167.66,188.69,204.3,1.0,1.019,67.45
35.75,0.365234375,0.05126953125,0.974609375,28.65,144.04296875,-9.765625,-18.310546875,1.2744140625,-20.0830078125,-167.98095703125,-1240.0,-1249.0,-2791.0,-1241.3,-1180.8,-2740.1,170.04,167.98,189.86,204.49,1.0,1.017,71.02
35.782,0.29345703125,0.02197265625,1.076171875,28.67,164.00146484375,-13.5498046875,-16.54052734375,6.0205078125,-19.7808837890625,-168.431396484375,-1266.0,-1460.0,-2668.0,-1269.3,-1397.7,-2614.4,158.49,168.43,189.89,204.63,1.0,1.014,63.39
35.813,0.28759765625,0.1015625,0.95556640625,28.67,128.23486328125,-9.27734375,10.68115234375,9.986572265625,-20.028076171875,-168.2611083984375,-1282.0,-1649.0,-2544.0,-1287.3,-1592.1,-2488.2,160.19,168.26,190.97,203.81,1.0,1.013,64.18
35.844,0.4853515625,0.21533203125,0.9365234375,28.67,94.23828125,-6.40869140625,-2.74658203125,12.7056884765625,-19.7918701171875,-167.71728515625,-1286.0,-1798.0,-2434.0,-1292.9,-1745.7,-2376.7,183.26,167.72,190.99,202.72,1.0,1.013,68.68
35.875,0.43896484375,0.3095703125,0.98974609375,28.67,90.33203125,5.31005859375,-12.20703125,15.3369140625,-19.6820068359375,-167.9644775390625,-1275.0,-1924.0,-2335.0,-1283.3,-1875.5,-2276.7,174.01,167.96,191.02,202.67,1.0,1.012,69.69
35.907,0.4609375,0.3115234375,1.01416015625,28.67,58.9599609375,-2.99072265625,-12.3291015625,17.490234375,-19.599609375,-168.497314453125,-1256.0,-2029.0,-2247.0,-1265.6,-1983.8,-2188.0,175.66,168.5,192.29,202.63,1.0,1.01,66.96
35.938,0.439453125,0.32177734375,1.0810546875,28.67,38.4521484375,2.99072265625,-14.70947265625,19.4732666015625,-19.6710205078125,-169.3267822265625,-1225.0,-2128.0,-2156.0,-1235.8,-2086.0,-2096.6,171.64,169.33,192.31,202.73,1.0,1.008,63.78
35.969,0.427734375,0.337890625,1.21142578125,28.67,54.5654296875,-7.32421875,7.01904296875,20.8245849609375,-19.8193359375,-169.442138671875,-1208.0,-2183.0,-2094.0,-1219.6,-2143.0,-2034.5,167.44,169.44,192.34,201.9,1.0,1.005,60.9
36.0,0.3818359375,0.42529296875,0.91748046875,28.64,61.279296875,11.16943359375,-15.380859375,22.6483154296875,-20.0445556640625,-169.661865234375,-1191.0,-2233.0,-2031.0,-1203.4,-2195.0,-1971.5,171.78,169.66,193.4,202.04,1.0,1.002,68.37
36.032,0.3408203125,0.4853515625,0.8642578125,28.64,63.232421875,68.84765625,-13.48876953125,24.3511962890625,-18.5504150390625,-169.5355224609375,-1141.0,-2282.0,-1989.0,-1154.0,-2245.3,-1929.5,169.55,169.54,193.42,202.09,1.0,0.999,71.09
36.063,0.27880859375,0.52392578125,0.62060546875,28.67,26.0009765625,115.72265625,-2.8076171875,25.11474609375,-15.699462890625,-168.365478515625,-1056.0,-2320.0,-1979.0,-1069.3,-2283.7,-1919.6,173.6,168.37,193.44,201.71,0.425,0.996,80.74
36.094,0.29443359375,0.5224609375,0.73583984375,28.65,-5.79833984375,181.70166015625,21.728515625,24.6917724609375,-11.6290283203125,-166.190185546875,-934.0,-2332.0,-2013.0,-947.2,-2294.6,-1953.9,180.44,166.19,193.47,200.73,0.854,0.993,76.46
36.125,0.140625,0.44384765625,0.81591796875,28.65,23.25439453125,152.16064453125,8.48388671875,24.6917724609375,-7.2015380859375,-164.014892578125,-788.0,-2335.0,-2056.0,-801.0,-2296.1,-1997.4,161.04,164.01,194.53,199.88,1.0,0.989,69.08
36.157,0.10498046875,0.5205078125,0.60205078125,28.64,14.892578125,170.95947265625,-0.48828125,25.048828125,-2.9443359375,-162.3175048828125,-617.0,-2338.0,-2100.0,-629.7,-2297.4,-2042.1,150.7,162.32,194.54,199.15,0.36,0.986,81.54
36.188,0.04833984375,0.4677734375,0.70556640625,28.67,-53.1005859375,259.1552734375,18.37158203125,24.1864013671875,3.1695556640625,-159.6478271484375,-405.0,-2315.0,-2161.0,-417.3,-2271.8,-2104.4,161.46,159.65,194.55,198.2,0.943,0.982,75.72
36.219,-0.17041015625,0.421875,0.8193359375,28.67,-11.77978515625,127.9296875,6.65283203125,23.0438232421875,9.591064453125,-157.4176025390625,-189.0,-2276.0,-2216.0,-200.8,-2230.0,-2161.1,143.6,157.42,194.57,197.21,1.0,0.979,66.63
36.25,-0.2265625,0.39990234375,0.578125,28.67,-12.6953125,122.9248046875,10.19287109375,23.060302734375,12.6287841796875,-156.324462890625,54.0,-2230.0,-2256.0,42.6,-2181.3,-2203.5,121.09,156.32,194.58,196.32,1.0,0.975,70.28
36.282,-0.16943359375,0.41748046875,0.4990234375,28.7,-80.56640625,136.474609375,-32.89794921875,21.7584228515625,16.4300537109375,-155.9344482421875,238.0,-2177.0,-2288.0,227.0,-2125.9,-2237.6,109.29,155.93,194.6,197.1,0.63,0.974,79.01
36.313,-0.2666015625,0.35107421875,0.8544921875,28.69,-88.19580078125,147.52197265625,-36.376953125,19.4952392578125,20.533447265625,-156.005859375,427.0,-2098.0,-2321.0,416.5,-2044.1,-2273.2,158.8,156.01,194.63,197.79,1.0,0.971,69.09
36.344,-0.43994140625,0.283203125,0.62060546875,28.67,-35.0341796875,84.65576171875,-13.48876953125,18.43505859375,22.8900146484375,-156.3189697265625,586.0,-2026.0,-2340.0,575.9,-1969.8,-2294.7,127.58,156.32,194.65,197.74,1.0,0.969,63.44
36.375,-0.31005859375,0.25390625,0.40380859375,28.67,-71.71630859375,110.16845703125,-14.404296875,17.0672607421875,25.7025146484375,-156.0498046875,736.0,-1947.0,-2358.0,726.3,-1888.5,-2315.2,109.99,156.05,194.68,197.73,1.0,0.968,69.6
